"SITECODE","BIOGEFRAPHICREG","PERCENTAGE"
"DE4746451","Continental",100
"DE4747301","Continental",100
"DE4747451","Continental",100
"DE4748301","Continental",100
"DE4748302","Continental",100
"DE4748303","Continental",100
"DE4748451","Continental",100
"DE4749301","Continental",100
"DE4749302","Continental",100
"DE4750301","Continental",100
"DE4750302","Continental",100
"DE4751301","Continental",100
"DE4752301","Continental",100
"DE4752302","Continental",100
"DE4752451","Continental",100
"DE4752452","Continental",100
"DE4753301","Continental",100
"DE4753302","Continental",100
"DE4753303","Continental",100
"DE4753451","Continental",100
"DE4754301","Continental",100
"DE4754302","Continental",100
"DE4754303","Continental",100
"DE4754304","Continental",100
"DE4754451","Continental",100
"DE4755301","Continental",100
"DE4755302","Continental",100
"DE4755303","Continental",100
"DE4840301","Continental",100
"DE4840302","Continental",100
"DE4840451","Continental",100
"DE4840452","Continental",100
"DE4841301","Continental",100
"DE4841302","Continental",100
"DE4841451","Continental",100
"DE4842301","Continental",100
"DE4842302","Continental",100
"DE4842303","Continental",100
"DE4842304","Continental",100
"DE4842305","Continental",100
"DE4842451","Continental",100
"DE4842452","Continental",100
"DE4844301","Continental",100
"DE4845301","Continental",100
"DE4846301","Continental",100
"DE4846302","Continental",100
"DE4847301","Continental",100
"DE4847302","Continental",100
"DE4847303","Continental",100
"IT4060016","Continental",100
"IT4060017","Continental",100
"IT4070001","Continental",100
"IT4070002","Continental",100
"IT4070003","Continental",100
"IT4070004","Continental",100
"IT4070005","Continental",100
"IT4070006","Continental",100
"IT4070007","Continental",100
"IT4070008","Continental",100
"IT4070009","Continental",100
"IT4070010","Continental",100
"IT4070011","Continental",100
"IT4070016","Continental",100
"IT4070017","Continental",100
"IT4070019","Continental",100
"IT4070020","Continental",100
"IT4070021","Continental",100
"IT4070022","Continental",100
"IT4070023","Continental",100
"IT4070024","Continental",100
"IT4070025","Continental",100
"IT4070026","Continental",100
"IT4070027","Continental",100
"IT4080001","Continental",100
"IT4080002","Continental",100
"IT4080003","Continental",100
"IT4080004","Continental",100
"IT4080005","Continental",100
"IT4080006","Continental",100
"IT4080007","Continental",100
"IT4080008","Continental",100
"IT4080009","Continental",100
"IT4080010","Continental",100
"IT4080011","Continental",100
"IT4080012","Continental",100
"IT4080013","Continental",100
"IT4080014","Continental",100
"IT4080015","Continental",100
"IT4090001","Continental",100
"IT4090002","Continental",100
"IT4090003","Continental",100
"IT4090004","Continental",100
"IT4090005","Continental",100
"IT4090006","Continental",100
"IT5110001","Mediterranean",100
"IT5110002","Continental",100
"IT5110003","Continental",100
"IT5110004","Continental",100
"IT5110005","Continental",100
"IT5110006","Mediterranean",100
"IT5110007","Mediterranean",100
"IT5110008","Mediterranean",100
"IT5110022","Mediterranean",100
"IT5120001","Continental",100
"IT5120002","Continental",100
"IT5120003","Continental",100
"IT5120004","Continental",100
"DE5248303","Continental",100
"DE5248304","Continental",100
"DE5248305","Continental",100
"DE5248306","Continental",100
"DE5248451","Continental",100
"DE5248452","Continental",100
"DE5248453","Continental",100
"DE5337301","Continental",100
"DE5337302","Continental",100
"DE5338302","Continental",100
"DE5338451","Continental",100
"DE5339302","Continental",100
"DE5339303","Continental",100
"DE5340301","Continental",100
"DE5340302","Continental",100
"DE5341301","Continental",100
"DE5341302","Continental",100
"DE5341303","Continental",100
"DE5341304","Continental",100
"DE5342301","Continental",100
"DE5343301","Continental",100
"DE5343302","Continental",100
"DE5343303","Continental",100
"DE5343451","Continental",100
"DE5344301","Continental",100
"DE5344302","Continental",100
"DE5344303","Continental",100
"DE5344451","Continental",100
"DE5345301","Continental",100
"DE5345302","Continental",100
"DE5345303","Continental",100
"DE5345304","Continental",100
"DE5345305","Continental",100
"DE5345306","Continental",100
"DE5345451","Continental",100
"DE5345452","Continental",100
"DE5437301","Continental",100
"DE5437451","Continental",100
"DE5438302","Continental",100
"DE5438303","Continental",100
"DE5438304","Continental",100
"DE5438305","Continental",100
"DE5438451","Continental",100
"DE5439301","Continental",100
"DE5439302","Continental",100
"DE5440301","Continental",100
"DE5441301","Continental",100
"DE5441302","Continental",100
"DE5441303","Continental",100
"DE5441304","Continental",100
"DE5441305","Continental",100
"DE5441451","Continental",100
"DE5442301","Continental",100
"DE5442302","Continental",100
"DE5442303","Continental",100
"DE5443301","Continental",100
"DE5443302","Continental",100
"DE5444301","Continental",100
"IT5180014","Continental",100
"IT5180015","Mediterranean",100
"IT5180016","Continental",100
"IT5180017","Mediterranean",100
"IT5180018","Continental",100
"IT5180101","Continental",100
"IT5190001","Mediterranean",100
"IT5190002","Mediterranean",100
"IT5190003","Mediterranean",100
"IT5190004","Mediterranean",100
"IT5190005","Mediterranean",100
"IT5190006","Mediterranean",100
"IT5190007","Mediterranean",100
"IT5190008","Mediterranean",100
"IT5190009","Mediterranean",100
"IT5190010","Mediterranean",100
"IT5190011","Mediterranean",100
"IT5190012","Mediterranean",100
"IT5190013","Mediterranean",100
"IT5190014","Mediterranean",100
"IT51A0001","Mediterranean",100
"IT51A0002","Mediterranean",100
"IT51A0003","Mediterranean",100
"IT51A0004","Mediterranean",100
"IT51A0005","Mediterranean",100
"IT51A0006","Mediterranean",100
"IT51A0007","Mediterranean",100
"IT51A0008","Mediterranean",100
"IT51A0009","Mediterranean",100
"IT51A0010","Mediterranean",100
"IT51A0011","Mediterranean",100
"IT51A0012","Mediterranean",100
"IT51A0013","Mediterranean",100
"IT51A0014","Mediterranean",100
"IT51A0015","Mediterranean",100
"IT51A0016","Mediterranean",100
"IT51A0017","Mediterranean",100
"IT51A0018","Mediterranean",100
"IT51A0019","Mediterranean",100
"IT51A0020","Mediterranean",100
"IT51A0021","Mediterranean",100
"IT51A0022","Mediterranean",100
"IT51A0023","Mediterranean",100
"IT51A0024","Mediterranean",100
"IT51A0025","Mediterranean",100
"IT51A0026","Mediterranean",100
"IT51A0028","Mediterranean",100
"IT51A0029","Mediterranean",100
"IT51A0030","Mediterranean",100
"IT51A0031","Mediterranean",100
"IT51A0032","Mediterranean",100
"IT51A0033","Mediterranean",100
"IT51A0035","Mediterranean",100
"IT51A0036","Mediterranean",100
"IT51A0038","Mediterranean",100
"IT5210059","Mediterranean",100
"IT5210060","Mediterranean",100
"IT5210061","Mediterranean",100
"IT5210062","Mediterranean",100
"IT5210063","Mediterranean",100
"IT5210064","Mediterranean",100
"IT5210065","Mediterranean",100
"IT5210066","Mediterranean",100
"IT5210067","Mediterranean",100
"IT5210068","Mediterranean",100
"IT5210069","Mediterranean",100
"IT5210070","Mediterranean",100
"IT5210071","Continental",100
"IT5210072","Continental",100
"IT5210073","Continental",100
"IT5210074","Continental",100
"IT5210075","Continental",100
"IT5210076","Continental",100
"IT5210077","Mediterranean",100
"IT5210078","Mediterranean",100
"IT5210079","Mediterranean",100
"IT5220001","Mediterranean",100
"IT5220002","Mediterranean",100
"IT5220003","Mediterranean",100
"IT5220004","Mediterranean",100
"IT5220005","Mediterranean",100
"IT5220006","Mediterranean",100
"IT5220007","Mediterranean",100
"IT5220008","Mediterranean",100
"IT5220010","Mediterranean",100
"IT5220011","Mediterranean",100
"IT5220012","Mediterranean",100
"IT5220013","Mediterranean",100
"IT5220014","Mediterranean",100
"IT5220015","Mediterranean",100
"IT5220016","Mediterranean",100
"IT5220017","Mediterranean",100
"IT5220018","Mediterranean",100
"IT5220019","Mediterranean",100
"IT5220020","Mediterranean",100
"IT5220021","Mediterranean",100
"IT5220022","Mediterranean",100
"IT5220023","Mediterranean",100
"IT5220024","Mediterranean",100
"IT5220025","Mediterranean",100
"IT5220026","Mediterranean",100
"IT5220027","Mediterranean",100
"IT5310003","Continental",100
"IT5310004","Continental",100
"IT5310005","Continental",100
"IT5310006","Continental",100
"IT5310007","Continental",100
"IT5310008","Continental",100
"IT5310009","Continental",100
"IT5310010","Continental",100
"IT5330023","Continental",100
"IT5330024","Continental",100
"IT5330025","Continental",100
"IT5330026","Continental",100
"IT5330027","Continental",100
"IT5330028","Continental",100
"IT5330029","Continental",100
"IT5330030","Continental",100
"IT5340001","Continental",100
"IT5340002","Continental",100
"IT5340003","Continental",100
"IT5340004","Continental",100
"IT5340005","Continental",100
"IT5340006","Continental",100
"IT5340007","Continental",100
"IT5340008","Continental",100
"IT5340009","Continental",100
"IT5340010","Continental",100
"IT5340011","Continental",100
"IT5340012","Continental",100
"IT5340013","Continental",100
"IT5340014","Continental",100
"IT5340015","Continental",100
"IT5340016","Continental",100
"IT5340017","Continental",100
"IT5340018","Continental",100
"IT5340019","Continental",100
"IT5340020","Continental",100
"IT5340021","Continental",100
"IT5340022","Continental",100
"IT6000001","Mediterranean",100
"IT6000002","Mediterranean",100
"IT6000003","Mediterranean",100
