"SITECODE","NAME","EMAIL","ADDRESS_UNSTRUCTURED","ADMINUNIT","THOROUGHFARE","DESIGNATOR","POSTCODE","POSTNAME","ADDRESS","LOCATORNAME"
"FI0700139","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700140","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700141","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700142","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700143","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700145","","","Metsähallitus, Itä-Suomen luontopalvelut Urheilukatu 3 A81700  LIEKSA","","","","","","",""
"FI0700146","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700147","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700148","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0700149","","","Pohjois-Karjalan ympäristökeskus PL 69, 80101 Joensuu","","","","","","",""
"FI0800001","","","Länsi-Suomen ympäristökeskus Länsi-Suomen puistoalue, Metsähallitus","","","","","","",""
"FI0800002","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800003","","","Länsi-Suomen ympäristökeskus PL 262, 65101 Vaasa","","","","","","",""
"FI0800010","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800012","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800013","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800014","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800015","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800016","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800017","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800018","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800019","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800020","","","Länsi-Suomen ympäristökeskus, Pl 262, 65101 VAASA","","","","","","",""
"FI0800021","","","Länsi-Suomen ympäristökeskus, PL 262 65100 VAASA","","","","","","",""
"FI0800022","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800023","","","Länsi-Suomen ympäristökeskus, PL 262; 65101 VAASA","","","","","","",""
"FI0800024","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800025","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800026","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800027","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800028","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800030","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800032","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800033","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800034","","","Länsi-Suomen ympäristökeskus PL 262, 65101 Vaasa","","","","","","",""
"FI0800035","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800036","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800037","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800038","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800039","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800041","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800042","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800044","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800045","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800046","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800047","","","Länsi-Suomen ympäristökeskus,Pl 262, 65101 Vaasa","","","","","","",""
"FI0800050","","","Länsi-Suomen ympäristökeskus, PL 262, Vaasa","","","","","","",""
"FI0800052","","","Länsi-Suomen ympäristökeskus,PL 262, 65101 VAASA","","","","","","",""
"FI0800054","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800056","","","Länsi-Suomen ympäristökeskus,PL 262, 65101 VAASA","","","","","","",""
"FI0800057","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800059","","","Länsi-Suomen ympäristökeskus,PL 262, 65101 VAASA","","","","","","",""
"FI0800060","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800061","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800062","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI1200106","","","Kainuun ympäristökeskus PL 11587500 KAJAANI","","","","","","",""
"FI1200200","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200201","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200202","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200203","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200204","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200205","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200206","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200207","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200208","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200209","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200210","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200212","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200213","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200214","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200215","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200216","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200217","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200218","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200219","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200220","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200221","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200222","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200223","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200224","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200225","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200251","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200252","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200253","","","Kainuun ympäristökeskus PL 11587101 Kajaani","","","","","","",""
"FI1200257","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200258","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200259","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200260","","","Kainuun ympäristökeskus PL 11587500 KAJAANIMetsähallitus, Kainuun puistoalueTönölä 88900 KUHMO","","","","","","",""
"FI1200261","","","Kainuun ympäristökeskus PL 11587500 KAJAANIMetsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200300","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200301","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200302","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200303","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200304","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200306","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200400","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200401","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200402","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200403","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200404","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200405","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200406","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200407","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200408","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200409","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200410","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200411","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMOMaarit VainioKainuun ympäristökeskusPL 11587500 KAJAANI","","","","","","",""
"FI1200451","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200452","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200453","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200454","","","Kainuun ympäristökeskus PL 11587101KAJAANI","","","","","","",""
"FI1200455","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200457","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200459","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200460","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200462","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200463","","","Pohjanmaan puistoalue Torangintaival 293600 KuusamoKainuun ympäristökeskusPl 11587101 KAJAANI","","","","","","",""
"FI1200464","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 KuusamoKainuun ympäristökeskusPL 11587101 KAJAANI","","","","","","",""
"FI1200465","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200466","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 KuusamoMaarit VainioKainuun ympäristökeskusPL 11587101 KAJAANI","","","","","","",""
"FI0800063","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800064","","","Länsi-Suomen ympäristökeskus,PL 262, 65101 VAASA","","","","","","",""
"FI0800065","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800066","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800067","","","Länsi-Suomen ympäristökeskus, PL 262 Vaasa 65101","","","","","","",""
"FI0800070","","","Länsi-Suomen ympäristökeskus PL 262, 65101 VAASA","","","","","","",""
"FI0800071","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800077","","","Länsi-Suomen ympäristökeskus PL 262, 65101 VAASA","","","","","","",""
"FI0800079","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800082","","","Länsi-Suomen ympäristökeskus, Pl 262, 65101 VAASA","","","","","","",""
"FI0800084","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800085","","","Länsi-Suomen ympäristökeskus,PL 262, 65101 VAASA","","","","","","",""
"FI0800086","","","Länsi-Suomen ympäristökeskus,PL 262, 65101 VAASA","","","","","","",""
"FI0800087","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800089","","","LÄnsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800091","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800092","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800093","","","Länsi-Suomen ympäristökeskus PL 262, 65101 VAASA","","","","","","",""
"FI0800095","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800096","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800097","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800098","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800099","","","Länsi-Suomen ympäristökeskus PL 262, 65101 VAASA","","","","","","",""
"FI0800100","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800101","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800103","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800104","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800105","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800106","","","Länsi-Suomen ympäristökeskus, PL 262, 65100 VAASA","","","","","","",""
"FI0800107","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800110","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800111","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800112","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800120","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800130","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800132","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 Vaasa","","","","","","",""
"FI0800133","","","Länsi-Suomen ympäristökeskus, PL 262 , 65101 Vaasa","","","","","","",""
"FI0800134","","","Länsi-Suomen ympäristökeskus, PL 262, 65101 VAASA","","","","","","",""
"FI0800135","","","Länsi-Suomen ympäristökeskus PL 262, 65101 Vaasa","","","","","","",""
"FI0800136","","","Länsi-Suomen ympäristökeskus Kokkolan toimipaikkaTorikatu 40 B67100 KOKKOLA","","","","","","",""
"FI0800140","","","Länsi-Suomen ympäristökeskus, PL 262, Vaasa 65101","","","","","","",""
"FI0800141","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800142","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800143","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800144","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800145","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 265101 Vaasa","","","","","","",""
"FI0800146","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800147","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800148","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 3640101 Jyväskylä","","","","","","",""
"FI0800150","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 3640101 Jyväskylä","","","","","","",""
"FI0800151","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800152","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800153","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800154","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 265101 Vaasa","","","","","","",""
"FI0800155","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 3839701 Parkano","","","","","","",""
"FI0800156","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800157","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800158","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800159","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0800160","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 265101 VaasaLänsi-Suomen ympäristökeskusPL 26265101 Vaasa","","","","","","",""
"FI0800161","","","Länsi-Suomen ympäristökeskus PL 262, 65101 Vaasa","","","","","","",""
"FI0800162","","","Länsi-Suomen ympäristökeskus PL 26265101 Vaasa","","","","","","",""
"FI0900001","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900002","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900003","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900004","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 3640101 Jyväskylä","","","","","","",""
"FI0900005","","","Metsähallitus, Länsi-Suomen luontopalvelut, PL 36, 40101 Jyväskylä Keski-Suomen ympäristökeskus, PL 110, 40101 Jyväskylä","","","","","","",""
"FI0900006","","","Keski-Suomen ympäristökeskus PL 11040101 JYVÄSKYLÄ","","","","","","",""
"FI0900007","","","Metsähallitus, Länsi-Suomen luontopalvelut PL 3640101 Jyväskylä","","","","","","",""
"FI0900008","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900009","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900010","","","Keski-Suomen ympäristökeskus PL11040101 Jyväskylä","","","","","","",""
"FI0900011","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900012","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900013","","","Keski-Suomen ympäristökeskus PL11040101 Jyväskylä","","","","","","",""
"FI0900014","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900015","","","Keski-Suomen ympäristökeskus PL 110 40101 Jyväskylä","","","","","","",""
"FI0900016","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900017","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900018","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900019","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900020","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900021","","","Keski-Suomen ympäristökeskus PL 11040 101 JYVÄSKYLÄ","","","","","","",""
"FI0900022","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900023","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900024","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900025","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900026","","","Keski-Suomen ympäristökeskus  PL 11040101 Jyväskylä","","","","","","",""
"FI0900027","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900028","","","Kseki-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900029","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900030","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900031","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900032","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900033","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900034","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900035","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900036","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900037","","","Keski-Suomen ympäristökeskus  PL 11040101 Jyväskylä","","","","","","",""
"FI0900038","","","Keski-Suomen ympäristökeskus PL11040101 Jyväskylä","","","","","","",""
"FI0900039","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900040","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900041","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900042","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900043","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900044","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900045","","","Keski-Suomen ympäristökeskus PL 110401401 Jyväskylä","","","","","","",""
"FI0900046","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900047","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900049","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900050","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900051","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900052","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900053","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900054","","","Keski-Suomen ympäristökeskus PL 11040101 JYVÄSKYLÄ","","","","","","",""
"FI0900055","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900056","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900057","","","Keski-Suomen ympäristökeskus PL 11040101 JyväskyläMetsähallitus, Länsi-Suomen luontopalvelut, PL 36, 40101 Jyväskylä","","","","","","",""
"FI0900058","","","Keski-Suomen ympäristökeskus PL 11040101 JyväskyläMetsähallitus, Länsi-Suomen luontopalvelutPL 3640101 Jyväskylä","","","","","","",""
"FI0900059","","","Keski-Suomen ympäristökeskus  PL 11040101 Jyväskylä","","","","","","",""
"FI0900060","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900061","","","Keski-Suomen ympäristökeskus PL 11040101 JyväskyläMetsähallitus, Länsi-Suomen ympäristökeskus, PL 36, 40101 JyväskyläPohjois-Savon ympäristökeskus, PL 1049, 70101 Kuopio","","","","","","",""
"FI0900062","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900063","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900064","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900065","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900066","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900067","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900068","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900069","","","Metsähallitus, Länsi-Suomen puistoalue, Pl 36, 40101 Jyväskylä Keski-Suomen ympäristökeskusPL 11040101 Jyväskylä","","","","","","",""
"FI0900070","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900072","","","Keski-Suomen ympäristökeskus  PL 11040101 Jyväskylä","","","","","","",""
"FI0900073","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900074","","","Keski-Suomen ympäristökeskus, PL 110, 40101 Jyväskylä Metsähallitus, Länsi-Suomen puistoalue, PL 36, 40101 Jyväskylä","","","","","","",""
"FI0900075","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900076","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900077","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900078","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900079","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900080","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900081","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900082","","","Keski-Suomen ympäristökeskus PL 110, 40101 Jyväskylä","","","","","","",""
"FI0900083","","","Keski-Suomen ympäristökeskus PL 11040101 JyväskyläMetsähallitus, Länsi-Suomen luontopalvelutPL 3640101 Jyväskylä","","","","","","",""
"FI0900084","","","Keski-Suomen ympäristökeskus  PL 11040101 Jyväskylä","","","","","","",""
"FI0900085","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900086","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900087","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900088","","","Keski-Suomen ympäristökeskus PL 11040101 JyväskyläMetsähallitus, Länsi-Suomen luontopalvelutPL 3640101 Jyväskylä","","","","","","",""
"FI0900089","","","Metsähallitus, Länsi-Suomen puistoalue, Pl 36, 40101 Jyväskylä","","","","","","",""
"FI0900090","","","Keski-Suomen ympäristökeskus PL 11040101 Jyväskylä","","","","","","",""
"FI0900091","","","Metsähallitus, Länsi-Suomen luontopalvelut, PL 36, 40101 Jyväskylä Keski-Suomen ympäristökeskus, PL 110, 40101 Jyväskylä","","","","","","",""
