"DIRECTIVE","SPECIESNAME","ANNEXII","ANNEXII1","ANNEXII2","ANNEXIII1","ANNEXIII2","ANNEXIV","ANNEXV","SPBCAX1"
"Habitats Directive","Gallotia galloti","N","","","","","Y","N","N"
"Habitats Directive","Gallotia galloti insulanagae","Y","","","","","Y","N","N"
"Habitats Directive","Gallotia simonyi","Y","","","","","Y","N","N"
"Habitats Directive","Gallotia stehlini","N","","","","","Y","N","N"
"Habitats Directive","Gaudinia hispanica","Y","","","","","Y","N","Y"
"Habitats Directive","Gazella dorcas","N","","","","","N","N","N"
"Habitats Directive","Gazella subgutturosa","N","","","","","N","N","N"
"Habitats Directive","Genetta genetta","N","","","","","N","Y","N"
"Habitats Directive","Genista benehoavensis","N","","","","","N","N","Y"
"Habitats Directive","Genista dorycnifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Genista holopetala","Y","","","","","Y","N","Y"
"Habitats Directive","Genista tetragona","N","","","","","N","N","Y"
"Habitats Directive","Gentiana ligustica","Y","","","","","Y","N","Y"
"Habitats Directive","Gentiana lutea","N","","","","","N","Y","N"
"Habitats Directive","Gentianella anglica","Y","","","","","Y","N","Y"
"Habitats Directive","Gentianella bohemica","Y","","","","","Y","N","N"
"Habitats Directive","Geodia cydonium","N","","","","","N","N","N"
"Habitats Directive","Geomalacus maculosus","Y","","","","","Y","N","N"
"Habitats Directive","Geomitra moniziana","Y","","","","","Y","N","N"
"Habitats Directive","Geranium maderense","Y","","","","","Y","N","Y"
"Habitats Directive","Gerardia savaglia","N","","","","","N","N","N"
"Habitats Directive","Geum bulgaricum","N","","","","","N","N","Y"
"Habitats Directive","Gibbula nivosa","Y","","","","","Y","N","N"
"Habitats Directive","Gladiolus felicis","N","","","","","N","N","Y"
"Habitats Directive","Gladiolus palustris","Y","","","","","Y","N","N"
"Habitats Directive","Glis glis","N","","","","","N","N","N"
"Habitats Directive","Globicephala macrorhynchus","N","","","","","Y","N","N"
"Habitats Directive","Globicephala melas","N","","","","","Y","N","N"
"Habitats Directive","Globularia ascanii","Y","","","","","Y","N","Y"
"Habitats Directive","Globularia sarcophylla","Y","","","","","Y","N","Y"
"Habitats Directive","Globularia stygia","Y","","","","","Y","N","Y"
"Habitats Directive","Glycyrrhiza iconica","N","","","","","N","N","Y"
"Habitats Directive","Glyphipterix loricatella","Y","","","","","Y","N","N"
"Habitats Directive","Gobio albipinnatus","Y","","","","","N","N","N"
"Habitats Directive","Gobio kessleri","Y","","","","","Y","N","N"
"Habitats Directive","Gobio uranoscopus","Y","","","","","N","N","N"
"Habitats Directive","Gobius fluviatilis","N","","","","","N","N","N"
"Habitats Directive","Gobius kessleri","N","","","","","N","N","N"
"Habitats Directive","Gobius nigricans","N","","","","","N","N","N"
"Habitats Directive","Gobius ophiocephalus","N","","","","","N","N","N"
"Habitats Directive","Gobius syrman","N","","","","","N","N","N"
"Habitats Directive","Gobius thressalus","N","","","","","N","N","N"
"Habitats Directive","Gomphus graslinii","Y","","","","","Y","N","N"
"Habitats Directive","Goniolithon byssoides","N","","","","","N","N","Y"
"Habitats Directive","Goodyera macrophylla","Y","","","","","Y","N","Y"
"Habitats Directive","Gortyna borelii lunata","Y","","","","","Y","N","N"
"Habitats Directive","Graellsia isabellae","Y","","","","","N","Y","N"
"Habitats Directive","Grampus griseus","N","","","","","Y","N","N"
"Habitats Directive","Graphoderus bilineatus","Y","","","","","Y","N","N"
"Habitats Directive","Gulo gulo","Y","","","","","Y","N","N"
"Habitats Directive","Gymnigritella runei","Y","","","","","Y","N","N"
"Habitats Directive","Gymnocephalus baloni","Y","","","","","Y","N","N"
"Habitats Directive","Gymnocephalus schraetzer","Y","","","","","N","Y","N"
"Habitats Directive","Gypsophila papillosa","Y","","","","","Y","N","Y"
"Habitats Directive","Haberlea rhodopensis","N","","","","","N","N","Y"
"Habitats Directive","Halichoerus grypus","Y","","","","","N","Y","N"
"Habitats Directive","Hucho hucho","Y","","","","","N","Y","N"
"Habitats Directive","Huso huso","N","","","","","N","N","N"
"Habitats Directive","Hyacinthoides vicentina","Y","","","","","Y","N","N"
"Habitats Directive","Hydromantes ambrosii","Y","","","","","Y","N","N"
"Habitats Directive","Hydromantes flavus","Y","","","","","Y","N","N"
"Habitats Directive","Hydromantes genei","Y","","","","","Y","N","N"
"Habitats Directive","Hydromantes imperialis","Y","","","","","Y","N","N"
"Habitats Directive","Hydromantes strinatii","Y","","","","","Y","N","N"
"Habitats Directive","Hydromantes supramontis","Y","","","","","Y","N","N"
"Habitats Directive","Hygrohypnum montanum","Y","","","","","N","N","N"
"Habitats Directive","Hygromia kovacsi","Y","","","","","Y","N","N"
"Habitats Directive","Hyla arborea","N","","","","","Y","N","N"
"Habitats Directive","Hyla meridionalis","N","","","","","Y","N","N"
"Habitats Directive","Hyla sarda","N","","","","","Y","N","N"
"Habitats Directive","Hyla savignyi","N","","","","","N","N","N"
"Habitats Directive","Hyles hippophaes","N","","","","","Y","N","N"
"Habitats Directive","Hymenophyllum maderensis","Y","","","","","Y","N","Y"
"Habitats Directive","Hymenostemma pseudanthemis","Y","","","","","Y","N","Y"
"Habitats Directive","Hyoseris frutescens","Y","","","","","Y","N","N"
"Habitats Directive","Hypericum aciferum","Y","","","","","Y","N","Y"
"Habitats Directive","Hypericum salsugineum","N","","","","","N","N","Y"
"Habitats Directive","Hyperoodon rostratus","N","","","","","Y","N","N"
"Habitats Directive","Hypochoeris oligocephala","Y","","","","","N","N","Y"
"Habitats Directive","Hypodryas maturna","Y","","","","","Y","N","N"
"Habitats Directive","Hystrix cristata","N","","","","","Y","N","N"
"Habitats Directive","Iberis arbuscula","Y","","","","","Y","N","Y"
"Habitats Directive","Iberis procumbens ssp. microcarpa","Y","","","","","Y","N","N"
"Habitats Directive","Iberocypris palaciosi","Y","","","","","N","N","N"
"Habitats Directive","Idiomela subplicata","Y","","","","","Y","N","N"
"Habitats Directive","Ircinia foetida","N","","","","","N","N","N"
"Habitats Directive","Ircinia pipetta","N","","","","","N","N","N"
"Habitats Directive","Iris aphylla ssp. hungarica","Y","","","","","Y","N","N"
"Habitats Directive","Iris boissieri","N","","","","","Y","N","N"
"Habitats Directive","Iris humilis ssp. arenaria","Y","","","","","Y","N","N"
"Habitats Directive","Iris lusitanica","N","","","","","N","Y","N"
"Habitats Directive","Iris marisca","N","","","","","Y","N","Y"
"Habitats Directive","Lacerta cappadocica","N","","","","","N","N","N"
"Habitats Directive","Lacerta caucasica","N","","","","","N","N","N"
"Habitats Directive","Lacerta chlorogaster","N","","","","","N","N","N"
"Habitats Directive","Lacerta clarkorum","N","","","","","N","N","N"
"Habitats Directive","Lacerta dahli","N","","","","","N","N","N"
"Habitats Directive","Lacerta danfordi","N","","","","","Y","N","N"
"Habitats Directive","Lacerta derjugini","N","","","","","N","N","N"
"Habitats Directive","Lacerta dugesii","N","","","","","Y","N","N"
"Habitats Directive","Lacerta graeca","N","","","","","Y","N","N"
"Habitats Directive","Lacerta horvathi","N","","","","","Y","N","N"
"Habitats Directive","Lacerta laevis","N","","","","","N","N","N"
"Habitats Directive","Lacerta lepida","N","","","","","N","N","N"
"Habitats Directive","Lacerta media","N","","","","","N","N","N"
"Habitats Directive","Lacerta mehelyi","N","","","","","N","N","N"
"Habitats Directive","Lacerta mixta","N","","","","","N","N","N"
"Habitats Directive","Lacerta monticola","Y","","","","","Y","N","N"
"Habitats Directive","Lacerta mosorensis","N","","","","","N","N","N"
"Habitats Directive","Lacerta oertzeni","N","","","","","N","N","N"
"Habitats Directive","Lacerta oxycephala","N","","","","","N","N","N"
"Habitats Directive","Lacerta pamphylica","N","","","","","N","N","N"
"Habitats Directive","Lacerta parva","N","","","","","N","N","N"
"Habitats Directive","Lacerta parvula","N","","","","","N","N","N"
"Habitats Directive","Lacerta portschinskii","N","","","","","N","N","N"
"Habitats Directive","Lacerta praticola","N","","","","","N","N","N"
"Habitats Directive","Lacerta princeps","N","","","","","N","N","N"
"Habitats Directive","Lacerta raddei","N","","","","","N","N","N"
"Habitats Directive","Lacerta rostombekovi","N","","","","","N","N","N"
"Habitats Directive","Lacerta rudis","N","","","","","N","N","N"
"Habitats Directive","Lacerta saxicola","N","","","","","N","N","N"
"Habitats Directive","Lacerta schreiberi","Y","","","","","Y","N","N"
"Habitats Directive","Lacerta strigata","N","","","","","N","N","N"
"Habitats Directive","Lacerta trilineata","N","","","","","Y","N","N"
"Habitats Directive","Lacerta unisexualis","N","","","","","N","N","N"
"Habitats Directive","Lacerta uzzelli","N","","","","","N","N","N"
"Habitats Directive","Lacerta valentini","N","","","","","N","N","N"
"Habitats Directive","Lacerta viridis","N","","","","","Y","N","N"
"Habitats Directive","Lacerta vivipara","N","","","","","N","N","N"
"Habitats Directive","Lactuca watsoniana","Y","","","","","Y","N","Y"
"Habitats Directive","Leuciscus pyrenaicus","N","","","","","N","N","N"
"Habitats Directive","Leuciscus souffia","Y","","","","","N","N","N"
"Habitats Directive","Leuciscus svallize","N","","","","","N","N","N"
"Habitats Directive","Leuciscus turskyi","N","","","","","N","N","N"
"Habitats Directive","Leuciscus ukliva","N","","","","","N","N","N"
"Habitats Directive","Leucobryum glaucum","N","","","","","N","Y","N"
"Habitats Directive","Leucojum nicaeense","Y","","","","","Y","N","Y"
"Habitats Directive","Leucorrhinia albifrons","N","","","","","Y","N","N"
"Habitats Directive","Leucorrhinia caudalis","N","","","","","Y","N","N"
"Habitats Directive","Leucorrhinia pectoralis","Y","","","","","Y","N","N"
"Habitats Directive","Leuzea longifolia","Y","","","","","Y","N","N"
"Habitats Directive","Leuzea rhaponticoides","N","","","","","N","Y","N"
"Habitats Directive","Lignyoptera fumidaria","Y","","","","","Y","N","N"
"Habitats Directive","Ligularia sibirica","Y","","","","","Y","N","Y"
"Habitats Directive","Lilium jankae","N","","","","","N","N","Y"
"Habitats Directive","Lilium rhodopaeum","N","","","","","N","N","Y"
"Habitats Directive","Lilium rubrum","N","","","","","N","Y","N"
"Habitats Directive","Limoniscus violaceus","Y","","","","","N","N","N"
"Habitats Directive","Limonium anatolicum","N","","","","","N","N","Y"
"Habitats Directive","Limonium arborescens","Y","","","","","Y","N","Y"
"Habitats Directive","Limonium dendroides","Y","","","","","Y","N","Y"
"Habitats Directive","Limonium dodartii ssp. lusitanicum","Y","","","","","Y","N","N"
"Habitats Directive","Limonium fruticans","N","","","","","N","N","Y"
"Habitats Directive","Limonium insulare","Y","","","","","Y","N","N"
"Habitats Directive","Limonium lanceolatum","Y","","","","","Y","N","N"
"Habitats Directive","Limonium multiflorum","Y","","","","","Y","N","N"
"Habitats Directive","Limonium perezii","N","","","","","N","N","Y"
"Habitats Directive","Limonium preauxii","N","","","","","N","N","Y"
"Habitats Directive","Limonium pseudolaetum","Y","","","","","Y","N","N"
"Habitats Directive","Limonium spectabile","Y","","","","","Y","N","Y"
"Habitats Directive","Limonium strictissimum","Y","","","","","Y","N","N"
"Habitats Directive","Limonium sventenii","Y","","","","","Y","N","Y"
"Habitats Directive","Limonium tamaricoides","N","","","","","N","N","Y"
"Habitats Directive","Linaria algarviana","Y","","","","","Y","N","Y"
"Habitats Directive","Linaria coutinhoi","Y","","","","","Y","N","N"
"Habitats Directive","Linaria ficalhoana","Y","","","","","Y","N","Y"
"Habitats Directive","Mabuya vittata","N","","","","","N","N","N"
"Habitats Directive","Macromia splendens","Y","","","","","Y","N","N"
"Habitats Directive","Macroplea pubipennis","Y","","","","","N","N","N"
"Habitats Directive","Macroprotodon cucullatus","N","","","","","N","N","N"
"Habitats Directive","Macrothele calpeiana","N","","","","","Y","N","N"
"Habitats Directive","Macrovipera schweizeri","Y","","","","","Y","N","N"
"Habitats Directive","Maculinea arion","N","","","","","Y","N","N"
"Habitats Directive","Maculinea nausithous","Y","","","","","Y","N","N"
"Habitats Directive","Maculinea teleius","Y","","","","","Y","N","N"
"Habitats Directive","Maja squinado","N","","","","","N","N","N"
"Habitats Directive","Malcolmia lacera ssp. gracilima","N","","","","","N","Y","N"
"Habitats Directive","Malpolon monspessulanus","N","","","","","N","N","N"
"Habitats Directive","Mandragora officinarum","N","","","","","Y","N","Y"
"Habitats Directive","Mannia triandra","Y","","","","","N","N","Y"
"Habitats Directive","Marcetella maderensis","Y","","","","","Y","N","Y"
"Habitats Directive","Margaritifera auricularia","N","","","","","Y","N","N"
"Habitats Directive","Margaritifera durrovensis","Y","","","","","N","N","N"
"Habitats Directive","Margaritifera margaritifera","Y","","","","","N","Y","N"
"Habitats Directive","Marmota marmota","N","","","","","N","N","N"
"Habitats Directive","Marmota marmota latirostris","Y","","","","","Y","N","N"
"Habitats Directive","Marsilea azorica","Y","","","","","Y","N","Y"
"Habitats Directive","Marsilea batardae","Y","","","","","Y","N","Y"
"Habitats Directive","Marsilea quadrifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Marsilea strigosa","Y","","","","","Y","N","Y"
"Habitats Directive","Marsupella profunda","Y","","","","","N","N","Y"
"Habitats Directive","Martes foina","N","","","","","N","N","N"
"Habitats Directive","Martes martes","N","","","","","N","Y","N"
"Habitats Directive","Mauremys caspica","Y","","","","","Y","N","N"
"Habitats Directive","Mauremys leprosa","Y","","","","","Y","N","N"
"Habitats Directive","Mauremys rivulata","N","","","","","N","N","N"
"Habitats Directive","Maytenus umbellata","Y","","","","","Y","N","N"
"Habitats Directive","Meesia longiseta","Y","","","","","N","N","Y"
"Habitats Directive","Megalochilus mystaceus","N","","","","","N","N","N"
"Habitats Directive","Megaptera novaeangliae","N","","","","","Y","N","N"
"Habitats Directive","Melanargia arge","Y","","","","","Y","N","N"
"Habitats Directive","Melanoselinum decipiens","Y","","","","","Y","N","N"
"Habitats Directive","Monizia edulis","Y","","","","","Y","N","Y"
"Habitats Directive","Monodon monoceros","N","","","","","N","N","N"
"Habitats Directive","Morimus funereus","Y","","","","","N","N","N"
"Habitats Directive","Murbeckiella pinnatifida ssp. herminii","N","","","","","N","Y","N"
"Habitats Directive","Murbeckiella sousae","N","","","","","Y","N","Y"
"Habitats Directive","Muscardinus avellanarius","N","","","","","Y","N","N"
"Habitats Directive","Muscari gussonei","Y","","","","","Y","N","Y"
"Habitats Directive","Musschia aurea","Y","","","","","Y","N","Y"
"Habitats Directive","Musschia wollastonii","Y","","","","","Y","N","Y"
"Habitats Directive","Mustela erminea","N","","","","","N","N","N"
"Habitats Directive","Mustela eversmanii","Y","","","","","Y","N","N"
"Habitats Directive","Mustela lutreola","Y","","","","","Y","N","N"
"Habitats Directive","Mustela nivalis","N","","","","","N","N","N"
"Habitats Directive","Mustela putorius","N","","","","","N","Y","N"
"Habitats Directive","Myomimus roachi","Y","","","","","Y","N","N"
"Habitats Directive","Myosotis azorica","Y","","","","","Y","N","Y"
"Habitats Directive","Myosotis lusitanica","Y","","","","","Y","N","N"
"Habitats Directive","Myosotis maritima","Y","","","","","Y","N","Y"
"Habitats Directive","Myosotis praecox","N","","","","","N","N","Y"
"Habitats Directive","Myosotis rehsteineri","Y","","","","","Y","N","Y"
"Habitats Directive","Myosotis retusifolia","Y","","","","","Y","N","N"
"Habitats Directive","Myotis bechsteinii","Y","","","","","Y","N","N"
"Habitats Directive","Myotis blythii","Y","","","","","Y","N","N"
"Habitats Directive","Myotis brandtii","N","","","","","Y","N","N"
"Habitats Directive","Myotis capaccinii","Y","","","","","Y","N","N"
"Habitats Directive","Myotis dasycneme","Y","","","","","Y","N","N"
"Habitats Directive","Myotis daubentonii","N","","","","","Y","N","N"
"Habitats Directive","Myotis emarginatus","Y","","","","","Y","N","N"
"Habitats Directive","Myotis myotis","Y","","","","","Y","N","N"
"Habitats Directive","Myotis mystacinus","N","","","","","Y","N","N"
"Habitats Directive","Myotis nathalinae","N","","","","","Y","N","N"
"Habitats Directive","Myotis nattereri","N","","","","","Y","N","N"
"Habitats Directive","Myotis oxygnatus","N","","","","","N","N","N"
"Habitats Directive","Myoxocephalus quadricornis","N","","","","","N","N","N"
"Habitats Directive","Myrica rivas-martinezii","Y","","","","","Y","N","Y"
"Habitats Directive","Myrmecophilus baronii","Y","","","","","Y","N","N"
"Habitats Directive","Najas flexilis","Y","","","","","Y","N","Y"
"Habitats Directive","Nymphalis vaualbum","Y","","","","","Y","N","N"
"Habitats Directive","Ochyraea tatrensis","Y","","","","","N","N","N"
"Habitats Directive","Ocypode cursor","N","","","","","N","N","N"
"Habitats Directive","Odobenus rosmarus","N","","","","","N","N","N"
"Habitats Directive","Odontites granatensis","Y","","","","","Y","N","Y"
"Habitats Directive","Odontites holliana","Y","","","","","Y","N","N"
"Habitats Directive","Odontopodisma rubripes","Y","","","","","Y","N","N"
"Habitats Directive","Oenanthe conioides","Y","","","","","Y","N","Y"
"Habitats Directive","Oenanthe divaricata","Y","","","","","Y","N","N"
"Habitats Directive","Omphalodes kuzinskyanae","Y","","","","","Y","N","Y"
"Habitats Directive","Omphalodes littoralis","Y","","","","","Y","N","Y"
"Habitats Directive","Ononis hackelii","Y","","","","","Y","N","N"
"Habitats Directive","Ononis maweana","N","","","","","N","N","Y"
"Habitats Directive","Onopordum nogalesii","Y","","","","","Y","N","Y"
"Habitats Directive","Onorpordum carduelinum","Y","","","","","Y","N","Y"
"Habitats Directive","Onosma halophilum","N","","","","","N","N","Y"
"Habitats Directive","Onosma polyphylla","N","","","","","N","N","Y"
"Habitats Directive","Onosma proponticum","N","","","","","N","N","Y"
"Habitats Directive","Onosma tornensis","Y","","","","","Y","N","Y"
"Habitats Directive","Onosma troodi","N","","","","","N","N","Y"
"Habitats Directive","Ophidiaster ophidianus","N","","","","","N","N","N"
"Habitats Directive","Ophioglossum polyphyllum","Y","","","","","Y","N","Y"
"Habitats Directive","Ophiogomphus cecilia","Y","","","","","Y","N","N"
"Habitats Directive","Ophiomorus punctatissimus","N","","","","","Y","N","N"
"Habitats Directive","Ophisaurus apodus","N","","","","","Y","N","N"
"Habitats Directive","Ophisaurus viridis","N","","","","","N","N","N"
"Habitats Directive","Ophisops elegans","N","","","","","Y","N","N"
"Habitats Directive","Ophrys argolica","N","","","","","Y","N","Y"
"Habitats Directive","Ophrys isaura","N","","","","","N","N","Y"
"Habitats Directive","Ophrys kotschyi","Y","","","","","Y","N","Y"
"Habitats Directive","Ophrys lunulata","Y","","","","","Y","N","Y"
"Habitats Directive","Ophrys lycia","N","","","","","N","N","Y"
"Habitats Directive","Ophrys melitensis","Y","","","","","Y","N","N"
"Habitats Directive","Orchis punctulata","N","","","","","N","N","Y"
"Habitats Directive","Orchis scopulorum","N","","","","","Y","N","Y"
"Habitats Directive","Orcinus orca","N","","","","","Y","N","N"
"Habitats Directive","Origanum cordifolium","N","","","","","N","N","Y"
"Habitats Directive","Halimium verticillatum","Y","","","","","Y","N","N"
"Habitats Directive","Hamatocaulis lapponicus","Y","","","","","N","N","N"
"Habitats Directive","Hedysarum razoumovianum","N","","","","","N","N","Y"
"Habitats Directive","Helianthemum alypoides","Y","","","","","Y","N","Y"
"Habitats Directive","Helianthemum arcticum","N","","","","","N","N","Y"
"Habitats Directive","Helianthemum bystropogophyllum","Y","","","","","Y","N","Y"
"Habitats Directive","Helianthemum caput-felis","Y","","","","","Y","N","Y"
"Habitats Directive","Helianthemum teneriffae","N","","","","","N","N","Y"
"Habitats Directive","Helichrysum gossypinum","Y","","","","","Y","N","Y"
"Habitats Directive","Helichrysum melitense","Y","","","","","Y","N","N"
"Habitats Directive","Helichrysum monogynum","Y","","","","","Y","N","Y"
"Habitats Directive","Helichrysum sibthorpii","N","","","","","Y","N","Y"
"Habitats Directive","Helicigona lapicida","N","","","","","Y","N","N"
"Habitats Directive","Helicopsis striata austriaca","Y","","","","","N","N","N"
"Habitats Directive","Helix pomatia","N","","","","","N","Y","N"
"Habitats Directive","Hemidactylus turcicus","N","","","","","N","N","N"
"Habitats Directive","Herniaria algarvica","Y","","","","","Y","N","Y"
"Habitats Directive","Herniaria latifolia ssp. litardierei","Y","","","","","Y","N","N"
"Habitats Directive","Herniaria lusitanica ssp. berlengiana","Y","","","","","Y","N","N"
"Habitats Directive","Herniaria maritima","Y","","","","","Y","N","Y"
"Habitats Directive","Herpestes ichneumon","N","","","","","N","Y","N"
"Habitats Directive","Herzogiella turfacea","Y","","","","","N","N","N"
"Habitats Directive","Hesperia comma catena","Y","","","","","N","N","N"
"Habitats Directive","Himantoglossum adriaticum","Y","","","","","Y","N","N"
"Habitats Directive","Himantoglossum caprinum","Y","","","","","Y","N","Y"
"Habitats Directive","Hippocampus hippocampus","N","","","","","N","N","N"
"Habitats Directive","Hippocampus ramulosus","N","","","","","N","N","N"
"Habitats Directive","Hippospongia communis","N","","","","","N","N","N"
"Habitats Directive","Hippuris tetraphylla","Y","","","","","Y","N","N"
"Habitats Directive","Hirudo medicinalis","N","","","","","N","Y","N"
"Habitats Directive","Hladnikia pastinacifolia","Y","","","","","Y","N","N"
"Habitats Directive","Holcus setiglumis ssp. duriensis","Y","","","","","Y","N","N"
"Habitats Directive","Homarus gammarus","N","","","","","N","N","N"
"Habitats Directive","Hornera lichenoides","N","","","","","N","N","N"
"Habitats Directive","Isoetes azorica","Y","","","","","Y","N","Y"
"Habitats Directive","Isoetes boryana","Y","","","","","Y","N","Y"
"Habitats Directive","Isoetes malinverniana","Y","","","","","Y","N","Y"
"Habitats Directive","Isophya costata","Y","","","","","Y","N","N"
"Habitats Directive","Isophya harzi","Y","","","","","Y","N","N"
"Habitats Directive","Isophya stysi","Y","","","","","Y","N","N"
"Habitats Directive","Isoplexis chalcantha","Y","","","","","Y","N","Y"
"Habitats Directive","Isoplexis isabelliana","Y","","","","","Y","N","Y"
"Habitats Directive","Isurus oxyrinchus","N","","","","","N","N","N"
"Habitats Directive","Jankaea heldreichii","N","","","","","Y","N","Y"
"Habitats Directive","Jasione crispa ssp. serpentinica","Y","","","","","Y","N","N"
"Habitats Directive","Jasione lusitanica","Y","","","","","Y","N","Y"
"Habitats Directive","Jasminum azoricum","Y","","","","","Y","N","Y"
"Habitats Directive","Jonopsidium acaule","Y","","","","","Y","N","Y"
"Habitats Directive","Jonopsidium savianum","Y","","","","","Y","N","Y"
"Habitats Directive","Juncus valvatus","Y","","","","","Y","N","N"
"Habitats Directive","Jungermannia handelii","Y","","","","","N","N","Y"
"Habitats Directive","Juniperus brevifolia","N","","","","","N","N","Y"
"Habitats Directive","Jurinea cyanoides","Y","","","","","Y","N","Y"
"Habitats Directive","Jurinea fontqueri","Y","","","","","Y","N","Y"
"Habitats Directive","Kalidiopsis wagenitzii","N","","","","","N","N","Y"
"Habitats Directive","Knipowitschia panizzae","Y","","","","","N","N","N"
"Habitats Directive","Kochia saxicola","N","","","","","N","N","Y"
"Habitats Directive","Kogia breviceps","N","","","","","Y","N","N"
"Habitats Directive","Kogia simus","N","","","","","Y","N","N"
"Habitats Directive","Kosteletzkya pentacarpos","Y","","","","","Y","N","Y"
"Habitats Directive","Kunkeliella canariensis","N","","","","","N","N","Y"
"Habitats Directive","Kunkeliella psilotoclada","N","","","","","N","N","Y"
"Habitats Directive","Kunkeliella subsucculenta","Y","","","","","Y","N","Y"
"Habitats Directive","Lacerta agilis","N","","","","","Y","N","N"
"Habitats Directive","Lacerta anatolica","N","","","","","N","N","N"
"Habitats Directive","Lacerta armeniaca","N","","","","","N","N","N"
"Habitats Directive","Lacerta bedriagae","N","","","","","Y","N","N"
"Habitats Directive","Lacerta bithynica","N","","","","","N","N","N"
"Habitats Directive","Lacerta bonnali","Y","","","","","Y","N","N"
"Habitats Directive","Lacerta brandti","N","","","","","N","N","N"
"Habitats Directive","Ladigesocypris ghigii","Y","","","","","N","N","N"
"Habitats Directive","Lagenorhynchus acutus","N","","","","","Y","N","N"
"Habitats Directive","Lagenorhynchus albirostris","N","","","","","Y","N","N"
"Habitats Directive","Lagoseris purpurea","N","","","","","N","N","Y"
"Habitats Directive","Laminaria ochroleuca","N","","","","","N","N","Y"
"Habitats Directive","Laminaria rodriguezii","N","","","","","N","N","Y"
"Habitats Directive","Lamna nasus","N","","","","","N","N","N"
"Habitats Directive","Lampedusa imitatrix","Y","","","","","Y","N","N"
"Habitats Directive","Lampedusa melitensis","Y","","","","","Y","N","N"
"Habitats Directive","Lampetra fluviatilis","Y","","","","","N","Y","N"
"Habitats Directive","Lampetra planeri","Y","","","","","N","N","N"
"Habitats Directive","Lamyropsis microcephala","Y","","","","","Y","N","Y"
"Habitats Directive","Laserpitium longiradium","Y","","","","","Y","N","Y"
"Habitats Directive","Leiostyla abbreviata","Y","","","","","Y","N","N"
"Habitats Directive","Leiostyla cassida","Y","","","","","Y","N","N"
"Habitats Directive","Leiostyla corneocostata","Y","","","","","Y","N","N"
"Habitats Directive","Leiostyla gibba","Y","","","","","Y","N","N"
"Habitats Directive","Leiostyla lamellosa","Y","","","","","Y","N","N"
"Habitats Directive","Leontodon boryi","Y","","","","","Y","N","Y"
"Habitats Directive","Leontodon filii","N","","","","","N","N","Y"
"Habitats Directive","Leontodon microcephalus","Y","","","","","Y","N","Y"
"Habitats Directive","Leontodon siculus","Y","","","","","Y","N","Y"
"Habitats Directive","Lepidium turczaninowii","N","","","","","N","N","Y"
"Habitats Directive","Lepidochelys kempii","N","","","","","Y","N","N"
"Habitats Directive","Leptidea morsei","Y","","","","","Y","N","N"
"Habitats Directive","Leptodirus hochenwarti","Y","","","","","Y","N","N"
"Habitats Directive","Leptotyphlops macrorhynchus","N","","","","","N","N","N"
"Habitats Directive","Lepus capensis","N","","","","","N","N","N"
"Habitats Directive","Lepus timidus","N","","","","","N","Y","N"
"Habitats Directive","Lethenteron zanandreai","Y","","","","","N","Y","N"
"Habitats Directive","Leucaspius delineatus","N","","","","","N","N","N"
"Habitats Directive","Leucaspius stymphalicus","N","","","","","N","N","N"
"Habitats Directive","Leuciscus illyricus","N","","","","","N","N","N"
"Habitats Directive","Leuciscus lucumonis","Y","","","","","N","N","N"
"Habitats Directive","Leuciscus microlepis","N","","","","","N","N","N"
"Habitats Directive","Leuciscus polylepis","N","","","","","N","N","N"
"Habitats Directive","Linaria flava","Y","","","","","Y","N","Y"
"Habitats Directive","Linaria hellenica","Y","","","","","Y","N","Y"
"Habitats Directive","Linaria loeselii","Y","","","","","Y","N","Y"
"Habitats Directive","Linaria pseudolaxiflora","Y","","","","","Y","N","N"
"Habitats Directive","Linaria ricardoi","Y","","","","","Y","N","Y"
"Habitats Directive","Linaria tonzigii","Y","","","","","Y","N","N"
"Habitats Directive","Linaria tursica","Y","","","","","Y","N","Y"
"Habitats Directive","Lindenia tetraphylla","Y","","","","","Y","N","N"
"Habitats Directive","Lindernia procumbens","N","","","","","Y","N","Y"
"Habitats Directive","Linum dolomiticum","Y","","","","","Y","N","Y"
"Habitats Directive","Linum muelleri","Y","","","","","Y","N","N"
"Habitats Directive","Liparis loeselii","Y","","","","","Y","N","Y"
"Habitats Directive","Lithodora nitida","Y","","","","","Y","N","Y"
"Habitats Directive","Lithophaga lithophaga","N","","","","","Y","N","N"
"Habitats Directive","Lithophyllum lichenoides","N","","","","","N","N","Y"
"Habitats Directive","Lithothamnium coralloides","N","","","","","N","Y","N"
"Habitats Directive","Lopinga achine","N","","","","","Y","N","N"
"Habitats Directive","Lotus azoricus","Y","","","","","Y","N","Y"
"Habitats Directive","Lotus callis-viridis","Y","","","","","Y","N","Y"
"Habitats Directive","Lotus eremiticus","N","","","","","N","N","Y"
"Habitats Directive","Lotus kunkelii","Y","","","","","Y","N","Y"
"Habitats Directive","Lotus maculatus","N","","","","","N","N","Y"
"Habitats Directive","Lotus pyranthus","N","","","","","N","N","Y"
"Habitats Directive","Lucanus cervus","Y","","","","","N","N","N"
"Habitats Directive","Luria lurida","N","","","","","N","N","N"
"Habitats Directive","Luronium natans","Y","","","","","Y","N","Y"
"Habitats Directive","Lutra lutra","Y","","","","","Y","N","N"
